,Title,Image,Description,Genre,Duration,Date,ID,text,k_means
102,Intimations - 10. John le Carre,https://ichef.bbci.co.uk/images/ic/1200x675/p091d3c9.jpg,John le Carre talks about his writing and the main influences on his work. (1966),arts,30 mins,8 Feb 1966,102,John le Carre talk writing main influence work 1966,0
103,Daphne Du Maurier,https://ichef.bbci.co.uk/images/ic/1200x675/p025xqpf.jpg,Author Daphne du Maurier is interviewed in her Cornwall home by Wilfred De'Ath. (1971),arts,50 mins,31 Aug 1971,103,Author Daphne du Maurier interview Cornwall home Wilfred de'ath 1971,7
104,The Late Show - Face to Face: Lauren Bacall,https://ichef.bbci.co.uk/images/ic/1200x675/p01hd66x.jpg,Jeremy Isaacs talks to the Hollywood legend Lauren Bacall. (1995),arts,39 mins,20 Mar 1995,104,Jeremy Isaacs talk Hollywood legend Lauren Bacall 1995,0
105,I Love This Dirty Town,https://ichef.bbci.co.uk/images/ic/1200x675/p01hh81r.jpg,Margaret Drabble investigates the problems of town planning and traffic. (1969),arts,49 mins,4 Jan 1969,105,Margaret Drabble investigate problem town planning traffic 1969,8
106,Three Swings on a Pendulum,https://ichef.bbci.co.uk/images/ic/1200x675/p01hh8y2.jpg,Investigating the so-called 'swinging London' of the 1960s. (1967),arts,47 mins,8 Jun 1967,106,investigate call swinge London 1960 1967,8
107,Contrasts - Marble Arch to Edgware,https://ichef.bbci.co.uk/images/ic/1200x675/p01hgsh0.jpg,John Betjeman takes a journey from Marble Arch to Edgware. (1968),arts,27 mins,31 Jan 1968,107,John Betjeman take journey Marble Arch Edgware 1968,9
108,Barbara Hepworth,https://ichef.bbci.co.uk/images/ic/1200x675/p025lz2c.jpg,A look at how Cornish landscapes have influenced sculptor Barbara Hepworth's work. (1961),arts,29 mins,17 Sep 1961,108,look cornish landscape influence sculptor Barbara Hepworth work 1961,2
109,Music Masters - John Adams,https://ichef.bbci.co.uk/images/ic/1200x675/p01504pb.jpg,The minimalist composer John Adams talks about his career to Charles Hazlewood. (2001),arts,49 mins,25 Jan 2001,109,minimalist composer John Adams talk career Charles Hazlewood 2001,0
110,War Requiem,https://ichef.bbci.co.uk/images/ic/1200x675/p01lb5zh.jpg,A performance of Benjamin Britten's War Requiem from the Royal Albert Hall. (1964),arts,91 mins,4 Aug 1964,110,performance Benjamin Britten War Requiem Royal Albert Hall 1964,13
111,"The Sound and the Fury in Concert - Cage, Feldman, Reich, Monk, Part and Benjamin",https://ichef.bbci.co.uk/images/ic/1200x675/p01531my.jpg,Performances of works by five modern composers recorded in 2012.,arts,39 mins,26 Feb 2013,111,performance work modern composer record 2012,0
112,A Very British Murder with Lucy Worsley - 3. The Golden Age,https://ichef.bbci.co.uk/images/ic/1200x675/p01k0sxh.jpg,Lucy explores the Edwardian era and the golden age of detective fiction between the wars.,arts,59 mins,9pm 7 Oct 2013,112,Lucy explore Edwardian era golden age detective fiction war,13
113,"Where We Live Now - 3. New Town, Home Town",https://ichef.bbci.co.uk/images/ic/1200x675/p01s49vz.jpg,Colin Ward sets out to discover the truth about Britain's New Towns. (1979),arts,58 mins,21 Feb 1979,113,Colin Ward set discover truth Britain New Towns 1979,1
114,Building Sights - Series 4: 6. Alton Estate,https://ichef.bbci.co.uk/images/ic/1200x675/p01rswlb.jpg,"Sir Richard Rogers praises the Alton Housing Estate in Roehampton, south London. (1996)",arts,9 mins,24 Aug 1997,114,Sir Richard Rogers praise Alton Housing Estate Roehampton south London 1996,0
115,A Passion For Churches,https://ichef.bbci.co.uk/images/ic/1200x675/p022kvf9.jpg,John Betjeman visits various churches in the Diocese of Norwich. (1974),arts,50 mins,7 Dec 1974,115,John Betjeman visit church Diocese Norwich 1974,0
116,Summoned by Bells,https://ichef.bbci.co.uk/images/ic/1200x675/p022mrmn.jpg,John Betjeman recalls in vivid detail the agonies and the delights of growing up. (1976),arts,58 mins,29 Aug 1976,116,John Betjeman recall vivid detail agony delight grow 1976,0
117,Vivienne Westwood Talks To Kirsty Wark,https://ichef.bbci.co.uk/images/ic/1200x675/p026vkks.jpg,Kirsty Wark interviews the fashion icon Vivienne Westwood. (2004),arts,29 mins,13 Apr 2004,117,Kirsty Wark interview fashion icon Vivienne Westwood 2004,0
118,Ex-S - Styling the Swan,https://ichef.bbci.co.uk/images/ic/1200x675/p026txrw.jpg,Jasper Conran designs the costumes for Swan Lake. (1995),arts,29 mins,28 Mar 1995,118,Jasper Conran design costume Swan Lake 1995,0
119,The Works - Series 3: Cutting Up Rough,https://ichef.bbci.co.uk/images/ic/1200x675/p026g9g7.jpg,The Works follows Alexander McQueen at London Fashion Week. (1997),arts,29 mins,20 Jul 1997,119,Works follow Alexander McQueen London Fashion Week 1997,0
120,The Slate - King Of The Cobweb - Julien Macdonald,https://ichef.bbci.co.uk/images/ic/1200x675/p026txx9.jpg,Julien Macdonald's 1997 London Fashion Week collection. (1998),arts,29 mins,28 Jan 1998,120,Julien Macdonald 1997 London Fashion Week collection 1998,0
121,World of Difference - The Models,https://ichef.bbci.co.uk/images/ic/1200x675/p026vl1q.jpg,What was it like to be a top fashion model 30 years ago? (1978),arts,25 mins,12 Jan 1978,121,like fashion model 30 year ago 1978,12
122,Going to Work - The Rag Trade,https://ichef.bbci.co.uk/images/ic/1200x675/p026txxd.jpg,Film about the fashion industry in the 60s. (1966),arts,19 mins,21 Nov 1966,122,film fashion industry 60 1966,0
123,The Bronte Business,https://ichef.bbci.co.uk/images/ic/1200x675/p028shsc.jpg,"Joan Bakewell visits Haworth in Yorkshire, home of the Brontes. (1977)",arts,25 mins,4 Sep 1977,123,Joan Bakewell visit haworth Yorkshire home Brontes 1977,7
124,Julian Bream Masterclass - 5. Julian Bream Festival,https://ichef.bbci.co.uk/images/ic/1200x675/p01lb5zk.jpg,A recital of guitar music by Julian Bream at Old Wardour Castle. (1978),arts,50 mins,1 Feb 1978,124,recital guitar music Julian Bream Old Wardour Castle 1978,0
125,Beardsley and his Work,https://ichef.bbci.co.uk/images/ic/1200x675/p02tgncm.jpg,Aubrey Beardsley's drawings still retain their power to amuse and to shock. (1982),arts,50 mins,19 Jan 1982,125,Aubrey Beardsley drawing retain power amuse shock 1982,0
126,Francis Bacon: Fragments Of A Portrait,https://ichef.bbci.co.uk/images/ic/1200x675/p02tk9gm.jpg,"A film study of Francis Bacon's paintings, which have been called sick and corrupt. (1966)",arts,44 mins,18 Sep 1966,126,film study Francis Bacon painting call sick corrupt 1966,0
127,Making Their Mark: Six Artists on Drawing - 3. Maggi Hambling,https://ichef.bbci.co.uk/images/ic/1200x675/p02tgmhs.jpg,Maggi Hambling compares her life-drawing sessions to a musician practising scales. (1990),arts,29 mins,6 Aug 1990,127,Maggi hambling compare life draw session musician practise scale 1990,0
128,The Visual Scene - 3. Playing it Cool,https://ichef.bbci.co.uk/images/ic/1200x675/p030286y.jpg,Modern artists using new methods of producing art and sculpture are seen at work. (1969),arts,27 mins,31 Jan 1969,128,modern artist new method produce art sculpture see work 1969,14
129,Monitor - Joe Tilson,https://ichef.bbci.co.uk/images/ic/1200x675/p03027n7.jpg,"Monitor meets artist Joe Tilson, who gains inspiration from the modern world. (1964)",arts,14 mins,1 Dec 1964,129,monitor meet artist Joe Tilson gain inspiration modern world 1964,11
130,Omnibus - Patricia Cornwell: Stalking the Ripper,https://ichef.bbci.co.uk/images/ic/1200x675/p032vfsn.jpg,Author Patricia Cornwell is convinced she knows Jack the Ripper's true identity. (2002),arts,58 mins,30 Oct 2002,130,Author Patricia Cornwell convince know Jack Ripper true identity 2002,0
131,Manchester International Festival - MIF 2017: What Is the City but the People?,https://ichef.bbci.co.uk/images/ic/1200x675/p057db8b.jpg,The festival opens with an invitation to join Mancunians for a self-portrait of the city.,arts,73 mins,29 Jun 2017,131,festival open invitation join Mancunians self portrait city,0
132,Civilisations - Series 1: 9. The Vital Spark,https://ichef.bbci.co.uk/images/ic/1200x675/p060mfcz.jpg,Simon Schama explores the fate of art in the machine- and profit-driven world.,arts,59 mins,1 Mar 2018,132,Simon Schama explore fate art machine- profit drive world,0
133,Taste - The Space Age,https://ichef.bbci.co.uk/images/ic/1200x675/p07hjc4n.jpg,"The influence of 20th Century styles such as Arts and Crafts, Art Deco and Bauhaus.",arts,49 mins,8:10pm 26 Jan 2002,133,influence 20th Century style Arts Crafts Art Deco Bauhaus,0
134,The Fear of God: 25 Years of the Exorcist,https://ichef.bbci.co.uk/images/ic/1200x675/p07shklw.jpg,Mark Kermode explores the extraordinary history of The Exorcist.,arts,81 mins,13 Jun 1998,134,Mark Kermode explore extraordinary history Exorcist,0
135,Inside Games - Shorts: 6. Wholesome Games,https://ichef.bbci.co.uk/images/ic/1200x675/p08dnzyb.jpg,"Keith Stuart explores how, now more than ever, video games can bring us all together.",arts,5 mins,20 May 2020,135,Keith Stuart explore video game bring,0
136,The Story of Welsh Art - Series 1: Episode 3,https://ichef.bbci.co.uk/images/ic/1200x675/p097j36l.jpg,Artists working in the 20th century found new and radical ways to portray Wales.,arts,59 mins,1 Mar 2021,136,artist work 20th century find new radical way portray Wales,3
137,Big Book Weekend - A Big Book Chat with Val McDermid,https://ichef.bbci.co.uk/images/ic/1200x675/p09c90zh.jpg,Alex Clark talks to the queen of crime Val McDermid.,arts,47 mins,31 Mar 2021,137,Alex Clark talk queen crime Val McDermid,0
138,New Creatives - STONEWALL 2069,https://ichef.bbci.co.uk/images/ic/1200x675/p09j7wvf.jpg,A short docufantasy film imagining how bio-tech could influence gay rights in the future.,arts,5 mins,11 Jun 2021,138,short docufantasy film imagine bio tech influence gay right future,0
139,Secrets of the Museum - Series 2: 6. Painting: The Great Renunciation of the Buddha,https://ichef.bbci.co.uk/images/ic/1200x675/p09p7ktl.jpg,"A mysterious Buddhist painting, and a marvel of Wedgwood brought into the 21st century.",arts,58 mins,20 Jul 2021,139,mysterious buddhist painting marvel Wedgwood bring 21st century,0
140,Culture in Quarantine - How To Thrive In 2050!,https://ichef.bbci.co.uk/images/ic/1200x675/p09sgymw.jpg,"A call for action for a creative, equitable and ‘neuro-fantastic’ future by an octopussy.",arts,14 mins,2 Sep 2021,140,action creative equitable neuro fantastic future octopussy,0
141,Andy Warhol's America - Series 1: 3. Life after Death,https://ichef.bbci.co.uk/images/ic/1200x675/p0b6zynt.jpg,The final episode sees Warhol as a man obsessed with money and security.,arts,59 mins,6 Jan 2022,141,final episode see Warhol man obsess money security,0
142,BBC Arts - The 2021 Turner Prize,https://ichef.bbci.co.uk/images/ic/1200x675/p0b7t8dl.jpg,A special live programme as the prestigious contemporary art  prize is awarded.,arts,42 mins,1 Dec 2021,142,special live programme prestigious contemporary art   prize award,6
143,"Brian Friel: Shy Man, Showman",https://ichef.bbci.co.uk/images/ic/1200x675/p0bcczj6.jpg,"Irish playwright Brian Friel's story told by family, friends and stars of stage and screen",arts,59 mins,6 Jan 2022,143,irish playwright Brian Friel story tell family friend star stage screen,14
144,Inside Cinema - Shorts: 90. Martin Scorsese,https://ichef.bbci.co.uk/images/ic/1200x675/p0bqj1b7.jpg,How a kid from the mean streets of New York became one of cinema's greatest filmmakers,arts,7 mins,23 Feb 2022,144,kid mean street New York cinema great filmmaker,14
145,The Story of Tracy Beaker - Series 5: 10. Moving On/The Wedding,https://ichef.bbci.co.uk/images/ic/1200x675/p056mzw2.jpg,Tracy tries to make amends with Cam. And it's Cam's big day.,cbbc,27 mins,9 Dec 2005,145,Tracy try amend Cam Cam big day,9
146,Wallace and Gromit: A Matter of Loaf and Death,https://ichef.bbci.co.uk/images/ic/1200x675/p08q8m6y.jpg,Wallace and Gromit's business faces danger when a killer starts targeting local bakers.,cbbc,29 mins,25 Dec 2008,146,Wallace Gromit business face danger killer start target local baker,0
147,Tracy Beaker Returns - Series 3: 13. Goodbye Tracy Beaker,https://ichef.bbci.co.uk/images/ic/1200x675/p01hdglz.jpg,Tracy is leaving for a new job but can't help feeling that Mike is glad to see her go.,cbbc,28 mins,6pm 23 Mar 2012,147,Tracy leave new job help feel Mike glad,11
148,Dani's House - Series 5: 13. Birthday Trap,https://ichef.bbci.co.uk/images/ic/1200x675/p08bcz66.jpg,Dani puts the wrong date on her birthday invitation cards.,cbbc,28 mins,1:20pm 30 Mar 2012,148,Dani put wrong date birthday invitation card,0
149,Dragons: Gift of the Night Fury,https://ichef.bbci.co.uk/images/ic/1200x675/p092qn7l.jpg,Festive animated short featuring characters from How to Train Your Dragon.,cbbc,20 mins,2011,149,festive animate short feature character train Dragon,0
150,Wallace and Gromit: A Close Shave,https://ichef.bbci.co.uk/images/ic/1200x675/p05jw5dy.jpg,"While Wallace is distracted by a romance, Gromit is framed for sheep rustling.",cbbc,30 mins,1995,150,Wallace distract romance Gromit frame sheep rustling,0
151,Gangsta Granny,https://ichef.bbci.co.uk/images/ic/1200x675/p092qmqt.jpg,"Comedy drama. Ben hates spending time with his boring granny, but she has a secret.",cbbc,67 mins,26 Dec 2013,151,comedy drama Ben hate spending time boring granny secret,3
152,M.I. High - Series 7: 13. The Last Stand,https://ichef.bbci.co.uk/images/ic/1200x675/p02ldwh5.jpg,The spies' only option is to take the war to Korps.,cbbc,28 mins,11am 13 Apr 2014,152,spy option war Korps,13
153,Wizards vs Aliens - Series 3: 2. The Secret of Room 12 Part Two,https://ichef.bbci.co.uk/images/ic/1200x675/p08pl8hr.jpg,Tom must strike a deal with Varg to stop the Prospector from stealing the Earth's core.,cbbc,28 mins,2:30pm 29 Nov 2014,153,Tom strike deal Varg stop Prospector steal Earth core,0
154,Professor Branestawm - The Incredible Adventures of Professor Branestawm,https://ichef.bbci.co.uk/images/ic/1200x675/p02dwnm6.jpg,An eccentric inventor takes on a businessman who wants to bulldoze his workshop.,cbbc,53 mins,2014,154,eccentric inventor take businessman want bulldoze workshop,0
155,The Boy in the Dress,https://ichef.bbci.co.uk/images/ic/1200x675/p07x0kw0.jpg,One-off family comedy about a boy frustrated by the boring grey world he inhabits.,cbbc,62 mins,26 Dec 2014,155,family comedy boy frustrate boring grey world inhabit,1
156,Kung Fu Panda: Secrets of the Masters,https://ichef.bbci.co.uk/images/ic/1200x675/p02fjwsg.jpg,Po and the Furious Five uncover the legend of three of kung fu's greatest heroes.,cbbc,21 mins,2008,156,Po Furious uncover legend kung fu great hero,0
157,OOglies - Funsize: Episode 17,https://ichef.bbci.co.uk/images/ic/1200x675/p02mb28m.jpg,Fearless Pete Parsnip impresses the judges with his performing dog trick.,cbbc,5 mins,3:15pm 26 Mar 2015,157,Fearless Pete Parsnip impress judge perform dog trick,0
158,Monsters vs Aliens: Night of the Living Carrots,https://ichef.bbci.co.uk/images/ic/1200x675/p04d9tr9.jpg,"After a mutant alien pumpkin explodes on a carrot garden, zombie carrots attack the area.",cbbc,12 mins,2011,158,mutant alien pumpkin explode carrot garden zombie carrot attack area,0
159,World's End - 36. World's End,https://ichef.bbci.co.uk/images/ic/1200x675/p02qsgjt.jpg,"Everyone at the castle accepts the inevitable, but Noah has information that might help.",cbbc,14 mins,14 May 2015,159,castle accept inevitable Noah information help,11
160,Dani's Castle - Series 3: 13. It's a Wonderful Afterlife,https://ichef.bbci.co.uk/images/ic/1200x675/p03bhlct.jpg,The ghost of Christmas past presents Gabe with some home truths.,cbbc,27 mins,5pm 15 Dec 2015,160,ghost Christmas past present Gabe home truth,7
161,All at Sea - Series 2: 13. Santa,https://ichef.bbci.co.uk/images/ic/1200x675/p03bbrx8.jpg,Charlie goes into business as a shopping mall Santa.,cbbc,28 mins,5:30pm 17 Dec 2015,161,Charlie go business shopping mall Santa,0
162,Billionaire Boy,https://ichef.bbci.co.uk/images/ic/1200x675/p07x0h1v.jpg,Comedy. Father and son Len and Joe become billionaires when Len invents a new toilet roll.,cbbc,60 mins,1 Jan 2016,162,Comedy Father son Len Joe billionaire Len invent new toilet roll,14
163,Wild & Weird - Series 2: 1. Angry Animals,https://ichef.bbci.co.uk/images/ic/1200x675/p0469v1z.jpg,Tim and Naomi check out an angry dinosaur-like creature on the warpath.,cbbc,14 mins,7:45am 30 Aug 2016,163,Tim Naomi check angry dinosaur like creature warpath,0
164,Shaun the Sheep - Series 5: 20. Sheep Farmer,https://ichef.bbci.co.uk/images/ic/1200x675/p0723hjb.jpg,Timmy sees a particularly grumpy farmer giving one of the flock a hard time.,cbbc,7 mins,3:50pm 18 Nov 2016,164,Timmy see particularly grumpy farmer give flock hard time,3
165,Hank Zipzer - Hank Zipzer's Christmas Catastrophe,https://ichef.bbci.co.uk/images/ic/1200x675/p04hhs3n.jpg,Hank has to deal with a new baby brother and exploding Christmas trees.,cbbc,88 mins,4:30pm 12 Dec 2016,165,Hank deal new baby brother explode Christmas tree,5
